Textos_espanol,sdg
"En Sierra Leona, el nivel aumento del 10 % en 2012 al 16 % en 2013 (UIP, 2015, ONU Mujeres, 2015). Mas mujeres que hombres votan en Botswana, Cabo Verde, Lesotho, Sudafrica y Senegal, aunque las tasas generales para los hombres parecen ser alrededor de un 5 por ciento mas altas en todos los paises encuestados por Afrobarometro (Tripp, 2013). La mayor presencia de mujeres en la politica esta contribuyendo a abordar desigualdades profundamente historicas en los sistemas politicos del Continente. La participacion politica y la representacion de las mujeres en el gobierno se han considerado durante mucho tiempo como indicadores clave del nivel general de democracia en un pais.",5
"Hay que senalar que la violacion en Nepal sigue sin considerarse en gran medida como violencia contra las mujeres, sino mas bien como algo de lo que hay que culpar a las mujeres.49 Asi, la gente no quiere casarse con una retornada que seguramente ha sido arabi le bhyayeko (ya utilizada por un arabe). Ademas, tambien se esfuerzan por asesorar a los futuros emigrantes sobre la migracion segura y prevenir la trata y la explotacion. Janaki decidio emigrar para escapar de la violencia domestica, despues de que la obligaran a casarse cuando solo tenia 13 anos. ",5
"Varios paises han revisado sus libros de texto para eliminar estereotipos y prejuicios, de modo que los ninos de ambos sexos sean libres de explorar sus intereses y perciban el mercado laboral como abierto a su contribucion. Sin embargo, las escuelas de muchos sistemas educativos no parecen estar bien equipadas para facilitar a los alumnos el acceso a la educacion y la formacion complementarias o al mercado laboral. Tampoco parecen estar bien posicionados para garantizar que las chicas consideren carreras en todos los campos, incluidos la informatica, las matematicas, la fisica, la ingenieria, la fabricacion y la construccion.",5
"Mientras que los empleos masculinos crecieron un 25% entre 2000 y 2012, los femeninos apenas aumentaron (Cuadro 1). El mercado laboral y la mayor asistencia escolar aEURoeabsorbieronaEUR completamente el aumento neto estimado de la poblaciA3n masculina en edad de trabajar durante la Aoltima dA(c)cada. Al mismo tiempo, alrededor de 70 millones de mujeres abandonaron la fuerza laboral debido a que los trabajos disponibles eran escasos (descontando el aumento de la asistencia escolar).",5
"Existen grandes variaciones dentro de los paises de ingresos medios, que van desde 20,3 mujeres empleadas por cada 100 hombres en la Republica Islamica de Iran hasta 95,7 en Kazajstan e incluso 100,5 en la Republica Democratica Popular Lao en 2013. Proporciones mas pequenas de la poblacion femenina estan empleadas en comparacion con el poblaciones de machos en cada subregion. La diferencia es mas amplia en el sur y suroeste de Asia, donde en 2013 aproximadamente 3 de cada 10 mujeres estaban empleadas en comparacion con mas de 7 de cada 10 hombres.",5
"El diagnostico tambien proporciono la base de referencia para la eventual evaluacion del impacto de las intervenciones de EntreElles. A finales de 2013, se habian impartido tres ciclos del programa a un total de 160 empresarias. Sin embargo, una vez formadas, las empresarias solian tener dificultades para acceder a la financiacion. Uno de los obstaculos era su falta de conocimientos tecnicos para elaborar propuestas financiables y presentarlas a los bancos. En colaboraciA3n con la GIZ y la AFEM, tambiA(c)n produjeron pequeA+-as pelAculas de historias de A(c)xito de mujeres para que sirvieran de modelo a otras y elaboraron una Caja de herramientas para el emprendimiento femenino (aEURoeEntrepreneurial feminin au Maroc: Boite a outils de la femme entrepreneuraEUR, GTZ y ANPME). En 2012, las mujeres representaban el 9,4% de los clientes de Moussanada, el 7% de los clientes del programa Infitah, destinado a acelerar el uso de la tecnologia digital entre las PYME con ingresos inferiores a 3 millones de dirhams, el 8,8% de los clientes de Imtiaz (que presta apoyo a empresas con gran potencial de crecimiento que no necesitan asistencia de consultoria, pero si capital para permitir un mayor crecimiento), y el 4,6% de los clientes de Inmaa, un amplio programa para ayudar a las PYME a transformarse en sistemas de produccion ""limpios"" y organizaciones de trabajo mas eficientes.",5
"Estas encuestas generaron un nuevo conjunto de evidencia sobre politicas e instrumentos institucionales para lograr el equilibrio de genero en el sector publico, integrando las consideraciones de genero en las politicas y los procesos de prestacion de servicios e implementando una agenda de igualdad de genero. El Capitulo 1 proporciona la justificacion del estudio, sus objetivos y el enfoque metodologico para la recopilacion de datos. El Capitulo 2 revisa las tendencias y los enfoques para permitir el acceso equitativo a los puestos de toma de decisiones en el dominio publico en los paises de la OCDE tanto para hombres como para mujeres, incluidos los parlamentos, el ejecutivo politico, el poder judicial y el servicio civil superior. El Capitulo 3 da cuenta de las tendencias en el empleo de mujeres en el sector publico y destaca las medidas politicas utilizadas en los paises de la OCDE para permitir la paridad en el sector publico.",5
"En Arabia SaudA, el difunto rey Abdullah declarA3 en un discurso pronunciado en 2011 que las mujeres podrAan votar y presentarse a las elecciones municipales en 2015. El Real Decreto 44 (A) de Arabia Saudi de 2013 relativo a la modificacion del articulo 3 del Estatuto del Consejo de la Shura tambien contribuye a garantizar una cierta representacion femenina. El derecho de sufragio activo y pasivo de las mujeres tambiA(c)n se estableciA3 (o restableciA3) en Bahrein, Kuwait y Emiratos Arabes Unidos entre 2002 y 2006.",5
"En consecuencia, las experiencias de las mujeres hasta hace relativamente poco tiempo no fueron abordadas adecuadamente por el marco de derechos humanos. El trabajo de los activistas, los mecanismos de derechos humanos y los Estados ha sido fundamental para garantizar que el marco de derechos humanos haya crecido y se haya ajustado para encapsular las dimensiones especificas de genero de las violaciones de derechos humanos a fin de proteger mejor a las mujeres. Garantizar efectivamente los derechos humanos de las mujeres requiere una comprension integral de las estructuras sociales subyacentes y las relaciones de poder que definen e influyen en la capacidad de las mujeres para disfrutar de sus derechos humanos. Estas estructuras de poder tienen un impacto en todos los aspectos de la vida, desde la ley y la politica hasta la politica economica y social, la familia y la vida comunitaria.",5
"Al aprender sobre sus derechos y su ciudadania activa, las ninas pueden aportar nuevas perspectivas a las cuestiones familiares y escolares, e incluso al desarrollo de sus comunidades (UNICEF, 2011). Los clubes escolares de oratoria o debate, los foros comunitarios con espacio reservado para que las ninas expresen sus ideas, y los parlamentos juveniles que incluyen cohortes de menor edad son algunas de las opciones. Sin embargo, los procesos para fomentar la participacion deben gestionarse con cuidado, ya que muchos terminan dominados por adultos, e incluso entre los adolescentes jovenes, las ninas ya son probablemente mas reticentes que los ninos. Una proteccion esencial contra estos riesgos es tan sencilla como un certificado de nacimiento.",5
"La tasa de feminicidios en espacios domesticos se mantiene sin cambios, lo que revela la fuerte persistencia de la violencia de pareja (ONU Mujeres, 2016). La violencia politica contra las mujeres puede adoptar muchas formas, incluidas las agresiones y amenazas durante la campana y durante el ejercicio del cargo, la destruccion de bienes personales o familiares, la intimidacion, la presion para que renuncie en favor de sustitutos masculinos y la imposibilidad de votar. Esto puede obstaculizar la participacion politica de las mujeres y ha llevado a algunas a abandonar sus carreras politicas despues de las elecciones, a un alto costo personal, profesional y emocional.",5
"SegAon Sharipova y De Soto (capAtulo 7), el caso de TayikistA!n demuestra que las ""tradiciones patriarcales culturales y religiosas, reprimidas durante la A(c)poca soviA(c)tica, han resurgido y han tenido efectos negativos para las mujeres"". TambiA(c)n estA! claro que la retA3rica puede cambiar sin que se perciban grandes cambios institucionales sobre el terreno. Por ejemplo, especialmente despuA(c)s de crAmenes masivos de gran resonancia, es probable que se haga hincapiA(c) universalmente en los derechos humanos y se establezcan marcos jurAdicos y normativos apropiados.",5
"En paises con diferentes niveles de desarrollo y con diferentes instituciones sociales, las mujeres representan una parte importante de los propietarios de tales empresas (Figura 29.1). En Mexico y Sudafrica, por ejemplo, las mujeres tienden a ser mas predominantes en el sector informal y representan la mayoria de los propietarios de negocios informales sin empleados. La propiedad de una microempresa en el sector informal suele ser la fuente de empleo mas practica para las mujeres pobres y poco calificadas. La mayoria de estos negocios se operan desde casa, lo que facilita la conciliacion de los compromisos comerciales y familiares.",5
